dt_us
9380
4957
11355
6425
11801
24691
3039
18532
10138
2575
13262
6376
9573
6983
7806
10491
5407
17872
17589
10135
4953
12382
4254
9839
8248
17880
5314
18314
2233
9286
2781
13043
13097
3481
6023
8491
14101
3309
14684
1787
9411
4573
13267
3013
10146
7105
14479
3085
9280
17475
6044
11196
9259
3658
9040
22258
6918
5030
8753
7289
12577
6134
18374
4280
8673
12924
3659
10177
8306
10552
3530
12987
16737
5169
7352
25795
7429
10244
12131
5482
9322
5853
12874
1676
30686
20030
4095
2992
3146
15223
18059
10489
5544
9582
8236
7121
8603
5788
17496
15544
4586
12162
3894
10529
2935
12632
8458
5643
27386
4019
1789
13223
2278
12690
9732
17242
3510
2311
4708
8648
15012
1742
19115
8246
1985
3660
11617
6090
9142
6147
17119
2047
9436
12695
3529
17223
4957
9149
22865
4958
5987
6904
11107
8517
12458
3647
13113
2061
12408
6493
5378
9674
6786
9258
7419
14197
2729
17075
3124
9604
3092
8557
20238
2116
2625
9537
7830
7108
10218
7624
14995
3342
6892
8241
10037
6032
10759
13590
4258
6342
8568
19645
4532
7034
19719
4983
8341
8131
18219
16686
14973
1998
9349
7083
11857
4342
9817
6452
9362
12387
4119
17711
9352
6640
8334
13980
2052
7022
7529
14471
2902
15499
7775
9647
1996
12319
3717
9931
9796
7026
8145
13887
7068
6601
12517
13189
3027
14809
12551
1936
5776
6376
15811
2183
13732
10382
5117
6391
8506
6480
9490
5942
9292
25482
1872
5177
17408
6905
9804
18665
5033
11769
4834
11814
8210
14010
13558
1765
14264
2742
10416
9588
14173
10540
12270
5030
6570
8147
11925
4662
7340
9194
7060
13577
10733
7653
1928
10468
12947
4709
7222
6607
8886
10995
5513
7863
11666
4316
15656
7340
9815
2571
9483
6646
13654
3466
6516
14376
12040
4773
2964
14569
10278
4357
5893
9690
6793
9160
5177
10283
22587
2187
3980
1923
17793
10576
7742
21233
4905
1780
3716
7151
15080
2182
14770
19845
3332
8743
8542
3848
10240
10052
11199
3497
11604
4284
13723
1948
11318
4559
16466
12951
5206
12550
8461
3004
14006
7623
14045
8151
10150
6180
7135
9310
18250
1643
7767
9445
9824
3400
9344
5539
23897
2025
2835
6504
12300
7213
5971
6955
13624
13241
7701
9531
7577
6611
9500
12692
2396
10603
6458
14628
2826
7034
10299
23824
13051
10498
3122
4958
13817
7354
5334
7348
9341
10004
7413
12698
2432
15178
1866
12097
4845
16258
1946
8191
6112
14047
11054
4043
21600
1851
5840
13221
4227
15327
9874
14777
2191
15170
12156
6693
737
11462
8874
4222
6119
10993
9409
7713
11705
3040
13039
8189
4462
6318
13846
9678
9040
10821
13162
3598
14364
2616
18259
4889
8053
18348
7867
11172
13931
10911
16934
3903
8149
10929
20657
4111
6022
15265
4619
9584
4903
11920
3644
10143
7004
10202
7197
8209
8695
23330
3250
7366
13986
4726
5682
8273
11669
7031
5210
9754
12146
4372
10126
10788
12256
9907
6082
14718
2875
6895
8916
9804
8376
7161
12521
4557
6455
8268
13236
19333
3137
7546
14873
1904
14943
2121
15329
12058
6223
12663
8218
3144
8260
11745
13559
3822
18164
11047
14904
16939
1806
7816
11517
7760
12764
3988
11003
3037
13710
1874
13637
3553
14434
3154
19111
2147
5216
10939
10467
4489
3942
16241
15304
3687
9515
9403
4805
19005
23500
7859
18249
2411
6794
8514
6717
13219
2254
19192
16735
3124
3432
11799
7138
5034
8671
12371
5211
7966
9453
21178
4860
6085
12917
5760
9346
17317
4886
8972
26600
9498
11005
5202
7612
6176
9721
15128
16633
7645
3020
5403
16094
14966
5170
8465
8838
6486
7978
7649
19671
2085
7808
3144
9902
27207
1655
3792
8811
8260
16288
18062
12451
4263
15700
8870
6110
11869
7282
6098
18801
2581
12533
19113
8332
5229
9591
9543
6167
16828
3701
13378
13892
1778
11432
6090
11749
7325
14399
1875
6464
20707
7408
4154
18103
9980
2755
3320
10738
9032
9245
14852
23945
1917
4959
13586
3906
9581
6800
20209
7250
14598
12436
7134
5268
11899
6519
6479
8132
12441
3935
9033
8400
13542
2721
10071
6818
12005
4967
9845
5742
13100
3885
7868
18517
1709
4668
11228
18692
6374
5501
9661
10411
7298
15830
6868
13485
5619
5672
10494
9964
6343
8761
13033
8381
2751
8178
8325
15320
10336
11694
5444
7761
6235
16306
2756
12259
3511
16794
1963
10625
5212
9877
5261
12816
3925
16450
11373
17827
7000
4977
17109
3284
6294
6678
9048
7951
8312
15768
19549
2033
1816
7454
2861
11784
6115
7112
10075
11571
9106
3880
15681
11775
7459
14143
9608
2033
6166
8603
7308
7906
18317
18481
7769
4284
12565
5224
11289
4335
15694
2163
7913
17287
1890
10672
5241
25820
5841
9183
15174
1991
14564
2737
18153
1652
6811
4916
12844
5911
8067
8227
10545
4133
10197
18591
9155
5630
6075
9513
9669
7097
8565
9384
6963
7965
16251
14579
5145
6559
8989
6184
11948
4637
10420
7810
8334
19914
9131
3085
10133
18325
6272
7129
17878
13604
3421
20437
7236
14359
7025
13479
3630
16218
9308
2146
14272
1692
12521
3408
24717
10124
7045
12371
4023
12331
7584
7364
4174
16435
8885
8435
7154
23089
9178
9642
11186
6950
6095
10116
9769
7356
13252
11819
7750
13385
7369
9267
3910
8994
6074
11241
5971
10265
9524
13091
5026
5901
10817
3889
10507
7778
25137
1966
3717
10057
14759
1997
7982
17970
10443
6297
15246
1991
7404
7342
19019
5079
9324
15550
2826
6026
11555
13209
6550
3988
21418
5040
3724
13770
10003
3201
7160
10582
7033
9523
11804
3169
13875
4059
13313
5399
13551
8199
6970
14299
11948
23152
4878
6538
9008
10264
6250
6234
8690
18008
12476
7886
11805
1658
8232
19225
6525
4888
16488
4663
13248
13154
9049
3195
9566
8673
22422
1690
7510
12270
4235
12182
4844
13152
3101
11129
8527
13640
8341
7121
12784
9455
3163
9902
14362
2993
5864
10164
18161
6245
9013
13258
4549
6384
12346
12829
8636
9399
10639
4834
10679
21262
3296
6477
8249
18184
5982
9485
20853
12190
13867
3197
9181
7229
12686
5311
7620
13231
9841
6563
3042
14278
6521
7866
4446
9255
9449
6421
18427
17194
10801
4924
11770
4181
9218
8940
18664
3832
18300
8060
6003
1819
10138
6785
9400
5200
10178
10672
3779
10016
8258
14462
3304
5362
9398
16367
1862
6815
11989
9081
4061
8839
16038
7637
3461
6065
11519
8501
4311
8013
12151
13740
14203
2126
17782
2082
8679
5022
12629
3812
7941
8598
17146
5110
2909
10099
19668
3922
25777
3916
3835
8554
18433
1912
10449
3823
15868
10085
4914
11833
7310
6961
9484
15154
7713
15039
8197
6497
3556
10526
10102
6698
6090
9762
13435
3242
11496
5120
16627
9618
6561
11322
4990
9119
7880
13175
13968
3187
15610
10070
2073
10520
18543
1791
3843
6315
14230
3792
14051
3334
24217
3869
2570
11376
5092
12352
5180
19581
7455
2365
18499
3668
8684
8586
9869
4767
7621
10847
9791
5552
15634
2751
21522
7083
3705
10825
4170
9360
8913
21936
2966
8614
11980
6355
6193
9334
14914
1875
5396
13014
11116
2017
9710
7683
20982
4208
8033
12061
3403
9017
9012
7810
11986
4035
15993
4311
3821
10453
9322
6217
10908
13132
2267
15579
1898
11172
4963
12083
2956
9225
9088
9301
8163
5971
16714
4969
9716
3024
9067
13360
3110
20790
16921
8902
3345
15152
13044
3127
16488
12025
5443
11896
4274
10178
21030
7335
2714
12613
10108
4399
6002
10986
7620
7509
9197
8223
14520
2711
12088
3112
18049
8623
5610
13345
3911
12830
13699
2885
4981
7836
21824
3979
6948
9977
11135
3840
14420
4084
9979
5451
13637
18572
3054
7673
6932
11337
11420
2606
10505
17881
1990
4846
5416
9332
9971
6172
9345
10617
5496
8944
6658
16417
1868
10079
6584
20277
4330
8240
9352
16442
15000
3751
10873
4910
6102
9214
6087
10449
8028
16959
2263
10880
5428
10265
2909
12025
7050
9118
5553
10959
7472
11563
9355
3655
24277
2030
4866
2543
8929
7686
8597
10257
7316
14360
14612
4154
12092
1763
13669
3050
13862
3750
8087
16887
13776
3258
26581
3877
1457
20722
8083
9086
6038
17909
7966
13334
4621
6096
6643
10004
18195
2226
2887
10664
6042
8792
11318
13422
2330
5304
9826
12645
6706
5092
9112
10253
6960
8341
13418
15589
2799
10676
5567
19671
11800
2703
9057
13941
1977
23950
4168
8015
5915
7804
9600
7083
8293
16975
2638
5185
21717
3048
14381
10634
13255
3653
8409
7118
18626
1805
26554
4715
15201
3336
5903
10234
5870
21268
11550
13232
4954
12235
6144
17169
7445
7154
9769
17027
4223
8449
4480
8299
4950
11674
5002
8112
13784
5409
13777
3009
12001
8301
8423
3005
13218
5299
7266
8532
9826
16945
14051
24441
3303
6731
14647
3310
5734
10252
10791
12414
10745
12155
5907
4721
7704
13076
13951
6321
17670
2933
4985
7945
26961
6121
16405
2522
5629
11629
10741
3236
8380
13757
7499
4094
8706
11056
15464
6545
9081
8642
8284
14749
18473
7937
8560
13908
2591
9429
13694
4433
18860
6340
1844
7666
6778
5061
10420
25901
3101
3741
12276
1926
13404
5004
14644
3358
6530
6944
19807
5169
13922
7088
10003
3788
13830
8862
5606
5007
11720
11639
7500
1596
9939
11942
3167
13390
3430
19570
6900
6939
11525
5746
12255
19788
10528
11391
16071
3994
10055
8025
8080
7456
11879
14309
6832
10781
13807
10888
8535
11702
4913
5895
20898
4018
16610
4923
13961
11499
5499
12224
6808
11651
1633
10052
5331
13220
5992
12105
7543
7391
6285
11706
9266
1857
9054
14161
5870
3829
8351
14760
5938
5128
8249
12102
4955
9370
7891
15087
3035
13657
12772
5957
6473
9590
15011
11303
17563
2978
6473
3658
12001
8875
7387
5871
9135
12873
3028
11909
4050
15755
11267
5845
18369
6849
15147
6619
10537
12676
7083
8998
6264
10580
15646
3109
3200
9370
16068
5364
7882
4916
15427
10428
6319
20447
4186
10883
10710
9281
1893
10974
10735
10374
4012
7479
8602
10347
4982
10784
10519
5455
6852
8286
15127
2269
7035
8957
14987
2483
8242
6193
14884
3057
8735
17297
9366
4173
1630
10577
10683
3731
11196
5837
11295
8290
12962
12477
1731
2861
5053
9900
8967
6096
9766
20856
11497
12758
5360
8414
6502
22139
2792
21006
8153
5761
26501
4617
10039
12186
4865
8379
10315
11112
2190
13956
3129
12135
2908
11332
7244
24242
2129
14221
2938
10041
3270
11788
6901
8936
7552
7320
12575
6820
13835
1984
19733
2910
9741
10621
4020
10483
6683
12337
14137
16602
2036
4744
9069
16037
14710
6645
1811
6042
7598
5321
16895
2129
7478
7155
14797
1837
11834
7198
9611
5039
22908
4468
4649
14641
7391
4012
10247
15936
1838
5768
9529
17191
3196
20606
4214
5665
6065
7563
12146
7093
6031
12103
14995
7932
17922
7602
6155
19977
3780
3450
6268
10697
8039
5181
17334
2634
17759
1804
8456
15586
6031
7057
7287
22753
3996
18708
9739
6133
27459
4010
8664
9363
6505
9049
11611
10830
2204
12484
2737
14873
6884
5671
10175
14864
2041
4312
19046
10123
5357
14227
12531
2046
4948
9121
9530
7102
13140
2202
14537
2935
11328
5260
15884
9351
8707
7792
10325
5249
7961
14451
8155
6008
24353
1580
6114
5839
9713
10233
9056
4306
13678
5045
8548
5936
11622
6463
7458
26355
7048
17115
8519
8844
27742
3693
1727
8313
7423
8112
17284
17359
1849
9579
5764
8811
7154
7997
12484
12119
5365
6579
13497
11817
4455
13758
4425
9197
10032
14068
9268
12068
6554
12770
12102
2847
14129
6288
4826
8515
15951
9038
17025
5924
4871
7934
27009
5937
5816
14541
2879
13566
8525
7095
6304
7720
6932
8269
8284
9096
14601
2975
17386
5764
10466
7905
5766
10409
10826
7521
5725
7979
13860
5209
7448
8284
9601
7662
6618
11453
5818
8380
8633
17152
9756
7858
12102
3703
8508
7678
11475
6652
5156
14463
10277
16017
10265
10883
7673
6717
7200
10011
7304
10102
13229
2956
12850
3931
13527
5060
7127
6934
16006
1994
7758
7264
14683
7276
1619
10749
7006
18270
1929
15010
3165
4199
6882
7997
13249
4699
16310
1657
13016
1591
11610
5020
13037
14837
2451
2987
10086
15926
13097
7532
8791
3157
14308
7250
7265
6397
9898
9794
5091
15471
1883
14965
10551
7818
17642
7323
7241
10819
5965
5966
21598
12315
4967
6869
5539
12002
6509
8319
17713
11225
3617
13516
8497
11746
12904
2916
9780
7240
12034
9679
4234
6275
14520
7156
1695
13530
12124
3708
5802
10959
12436
13915
3882
15607
3013
6435
8130
11743
12807
2778
9099
5339
8408
10073
14978
14713
5224
11924
12591
5978
8516
14878
1753
12027
4188
12539
5351
8297
6150
14545
9464
2710
23374
6090
6921
8167
17608
1677
3750
7036
11909
5678
16170
1655
11507
2888
14627
3840
10312
3827
10195
6985
15834
7325
3071
12192
6761
7979
5927
12477
19040
3614
6098
18111
18022
17274
14089
11575
3894
8370
10371
12441
8641
4190
11278
6565
8578
4964
8354
16090
10068
7905
10284
5119
11382
7203
18607
4932
8634
11721
5010
7179
12036
24080
14266
2228
5750
10959
10802
11571
2759
7452
7485
16342
2328
12238
3938
10611
4977
10984
4101
12418
6353
8877
6198
19876
3065
4049
8512
23435
8665
9883
15283
8708
15029
2095
12889
2378
21032
6240
5504
12670
4466
9242
7193
12306
11984
3869
9475
6099
8199
6904
10149
16851
2112
5908
5161
16687
2350
12543
3881
11306
3759
10224
9196
9329
4912
11789
15921
9454
6502
10699
7408
8342
6159
7518
13386
3462
13249
3382
20169
7447
4873
7995
9379
9068
8447
11593
4523
6905
12597
8932
10139
5595
3636
11287
7989
6457
8965
12863
4263
10334
7788
13453
1914
9230
7846
16614
2339
5811
7887
8929
8651
6390
26882
2346
6734
8390
14105
8855
9644
11767
9286
7931
3565
11196
4288
14449
5157
10751
3349
10695
7654
11779
13391
11811
7231
8495
6853
8023
10548
8829
6933
5573
22503
9713
18130
4016
7191
4271
10530
10203
3804
9685
9639
14057
4427
20481
3116
6463
10702
7425
5991
13692
4983
17389
10968
2978
11851
6118
9673
6668
15770
1826
8038
7915
15490
7822
29077
1966
4581
8293
8304
7244
9549
6249
16661
10565
15284
5310
1845
10759
8048
14798
1890
6911
8373
13836
2040
11149
17056
5046
12505
6371
7819
8356
9347
6918
21903
7160
6467
7490
6086
10315
7808
9587
5794
10318
7860
11886
8684
7763
2169
14419
5316
7101
9354
7947
6380
14016
4234
15676
2139
7460
7348
16748
12610
11553
3442
10038
6657
18129
8659
5586
27655
1784
3390
8514
9697
4926
15207
3564
12331
7241
8336
4165
11595
4931
16676
11540
11690
3039
17489
9482
6265
17907
8064
7277
8938
9167
5234
17208
21525
1650
6894
2956
15770
2831
7322
7309
10484
12096
6547
8291
5544
12354
11093
11080
8208
8776
7485
7692
7222
12063
5021
19895
5271
8006
10256
6365
11604
5537
7765
8577
10434
14137
2770
6022
9497
27387
6317
5950
9232
9381
13697
3048
8994
6070
15602
7724
4531
6901
9652
6138
15647
6166
5023
5921
8599
12176
6925
5183
10488
7029
7350
9967
11249
4836
14692
1862
20541
12464
11509
5047
11823
16137
15033
2120
15912
10513
6364
18575
5900
8123
11840
3287
8420
14044
3334
14428
4269
8544
4851
11085
4800
11786
23944
1843
7552
15847
12461
5753
13673
5324
5108
8698
9241
6173
6033
15425
20111
10384
4859
12900
6336
8962
5252
19153
6530
17288
3179
5466
10283
16246
1744
5706
8136
12179
4732
6028
13722
3265
22912
6528
3670
10765
4955
12272
8635
4988
14637
4546
10372
5143
16546
2247
17918
3245
14394
8232
9688
3932
5882
10829
15369
9453
9970
4867
7113
12493
25344
1750
3660
17309
7345
9277
5868
16962
9501
12818
10241
1868
14573
4389
7965
5846
13303
3118
10743
9248
6819
16987
11210
5088
18925
6287
9527
20034
2877
18029
6497
5945
2770
11885
4468
19030
7572
8050
9384
6199
9320
21580
6030
6029
16310
9321
9568
19529
5804
5461
9221
11168
2939
11075
10078
15816
1858
4558
10276
4594
11012
5376
17063
2794
6023
9981
10344
5153
8384
10790
9604
6432
7715
20123
4414
7189
13530
8911
13434
8892
9535
6395
11661
5267
9535
4001
13418
5102
14042
2014
7986
8587
16031
7335
11285
11503
7897
5005
10379
9072
7358
6590
6776
13581
2771
14202
5513
13170
2168
12403
3231
13103
2798
9829
8894
16901
4900
1617
13644
9234
10013
14851
16564
2857
8513
10625
5973
17230
21138
6534
6080
17961
6423
10614
5178
17818
12177
8711
10396
2029
10139
8441
12665
9000
11313
7283
15213
24890
3696
4159
19198
9020
6542
9393
7320
8234
11002
14064
6000
1528
8504
11064
6750
6687
9258
9866
6012
9193
7334
22167
7909
3258
12206
5228
7398
11702
7292
6079
12076
18265
3271
9564
11863
23007
8030
9448
4067
15325
2817
22204
4266
6887
9089
7409
17038
15828
2356
4963
13158
10582
4924
7490
8367
15071
1898
5949
8378
17611
6140
12465
13132
2270
8333
6708
14021
5286
5709
13066
12339
6004
1652
21655
8348
2911
12088
9873
6301
6329
9809
12031
2714
15070
2275
15954
11736
6562
11953
2882
10369
9309
10088
12959
1657
11393
7182
6790
5243
10377
14307
1805
9088
6471
10571
5154
15957
3250
15749
12358
2356
11647
5268
11197
8784
15791
5143
3903
5018
11760
9599
3708
11945
15126
2205
5110
9894
13071
6023
5734
8277
13693
3002
8020
5976
11342
5964
8874
11256
19576
4073
19770
2054
3523
6735
15627
3770
5980
9296
7259
9557
6054
13441
3853
21081
4873
7263
11356
6486
8132
27871
3863
11160
7157
10620
8058
8232
16985
2436
13288
11706
3574
13355
4267
11378
3017
10839
6971
10724
10849
3185
27289
5291
11101
5889
8224
8305
10266
12443
2183
9309
7509
11200
6356
8019
7280
10449
7299
7433
20357
5625
8274
20711
4267
7138
10125
10810
6565
6477
10532
7103
7181
12347
3885
9842
10938
6699
6513
21731
5483
5375
9510
13533
3209
8265
20096
2912
2063
9685
7856
7585
8469
9464
16370
2239
4315
9100
16358
10153
5763
11847
7224
10454
16026
20878
7705
8739
3725
8771
4836
8594
9347
13554
2814
17529
11655
2872
13069
3268
11537
6332
10222
9859
4727
17118
11248
3991
28032
1833
6978
18721
4722
17434
10655
4493
11304
5760
8434
7049
8142
29011
5664
18942
8286
6064
10013
5597
9089
6458
9131
12394
5227
16730
15218
1846
10435
7750
7452
13157
1959
8280
14856
2800
7082
8924
8852
14548
5114
7166
8462
7333
6122
8459
12989
4113
8509
13998
8565
1970
13519
3555
13164
6349
4717
11029
11820
1993
8078
18924
7029
8232
25270
7361
8169
11753
8196
14534
3951
13249
2084
9577
5230
10221
11587
4862
4928
10072
18931
1811
10847
1778
13063
2770
18976
11311
5887
5058
14209
4882
12592
19364
1944
2765
7408
14645
4815
11432
5975
14800
8451
4158
17118
9927
4032
24926
1629
11387
11384
7101
1741
17509
11317
5954
10249
9593
7664
5556
7293
18169
1854
11224
4205
6932
9532
8992
7130
17059
2546
3928
9809
7534
17266
2175
4192
9963
15429
8951
12509
6067
7151
6953
9616
15490
8951
17557
1996
4825
10264
22887
1781
3325
4374
6916
11104
6243
24609
2902
5205
12257
5002
9593
10352
6904
8219
9305
6038
9166
12807
2964
13267
3959
16285
2110
10492
4456
8428
7555
9058
6572
14624
13547
11786
11908
8134
12204
8811
4913
14905
1751
13443
3066
8869
5905
19233
7679
9537
11759
2441
10334
22196
4141
4758
12846
9491
4956
5990
12386
10432
9431
10002
16078
11145
4971
18666
7337
7266
15503
8475
2043
13280
10630
4132
5800
9455
11542
5159
5976
9948
28379
1732
4632
11899
3879
8863
7495
9335
5540
10304
6847
13145
8326
3714
11592
21427
3950
4701
19201
6157
7241
17818
2001
6198
7271
12092
4761
9117
9356
9666
6895
8586
13345
8378
5505
3970
12541
4489
8255
8007
10499
12128
4257
12466
4108
14585
3368
9461
4538
14716
2054
8910
7225
14317
11409
21168
2395
5349
4894
11018
10258
10420
9307
13653
3010
14388
3742
12868
2086
12228
5780
11120
6033
7169
8460
12924
10794
1990
11133
6103
10687
5970
8276
22741
2248
8921
12126
1725
15997
3002
18695
1963
6554
5176
12538
3217
9184
8123
26358
12535
5552
5116
7959
12186
12643
1595
8338
8033
11426
6081
13170
3985
9103
6426
12462
5286
11495
3062
9965
6748
26396
6361
11714
8581
6785
10180
8975
4947
7907
8213
14097
2684
10340
9207
10438
3319
8969
7935
12898
5841
6134
9370
15322
9058
16887
3925
11620
12885
9248
7193
3662
10950
15153
13103
4329
21846
3925
6408
13465
9229
2907
21792
1967
11703
2605
5694
7422
9037
6968
7743
10669
6637
9215
5991
19474
9942
5056
16796
1670
6933
6095
14413
4590
8062
20684
11865
9833
8745
14135
2436
6526
10300
12093
8128
1652
16377
1717
13205
2257
11263
6250
10691
5659
15945
10143
6963
17284
4268
2088
10518
11624
9230
3822
13959
11009
2583
5864
7837
14211
3815
6607
9291
24220
11845
14355
8373
27384
1946
3015
9156
9062
7083
7981
8599
15717
1829
13129
1783
14891
1827
11460
15072
12822
4400
6899
9802
12110
2999
18527
10700
5411
7963
10728
7170
6299
8092
23707
5321
6900
15227
8603
6747
10760
8010
6918
22272
1972
7744
31145
5723
6116
9176
7054
8972
7927
29679
3313
13258
3999
8224
10284
5910
8367
11687
14108
9553
7659
12747
9510
1998
8630
10265
7811
6426
16882
3407
18292
10917
11035
6258
10500
6308
20980
3771
9527
15561
4882
3872
8142
11301
6882
7377
6863
10347
10203
10331
4252
27772
3925
16719
3574
4932
7999
15342
1716
8045
17844
2031
4956
8696
26904
2128
3862
7338
11513
5928
14380
2922
13682
2480
14019
5088
9866
4298
12995
4011
17248
7139
2555
15893
2298
9992
2984
32651
2041
7116
16484
4131
13628
13467
3461
13298
3876
11236
4626
10582
5214
12383
10982
2244
15923
1981
11151
3891
21757
4100
10538
6002
16868
9174
1753
7322
10766
3921
7727
8216
10564
7447
7400
19500
6281
9605
20243
4296
5943
9917
10865
5094
8801
15899
2163
6009
15076
3626
10575
6178
15270
12276
4441
8210
15671
3346
11365
3043
8542
10285
9056
5334
8248
20537
3792
8036
17678
8069
12438
17636
4938
6030
12320
6475
7151
22383
10988
13586
10479
5056
5882
5327
19791
14524
14678
8952
7449
3329
11758
4183
12689
2958
17483
8248
22177
9132
3257
16627
1934
6930
6629
10585
19951
6405
3773
15369
3751
12265
2323
13600
4030
12752
14160
6905
12384
5269
8388
11788
4196
18504
9096
4897
26408
6010
9166
8439
6863
17858
14817
2895
11755
3850
10480
6007
8968
11448
5867
18780
6005
7675
12538
4086
16141
3371
7477
6098
13783
8080
6891
6620
11251
10646
2907
6817
6882
11361
5771
10599
17424
7482
8634
17010
6701
8367
24694
2008
5894
14729
2958
8212
14641
10939
6235
1961
9822
6287
10871
6128
10077
11861
3863
6080
9159
17364
13854
5730
15951
7115
7218
6962
9824
6688
25860
9875
4590
7220
9265
4952
4672
11288
19198
2360
2836
6130
19176
14841
20900
2463
5925
7290
10964
4237
9252
11337
7106
11861
12599
14954
5984
9738
8970
12223
10987
6347
8947
2071
12138
5175
17395
8678
5091
19029
8936
21315
2450
8860
11721
9900
3303
7531
10872
8863
10529
11760
7256
7801
13144
8173
12618
2003
7489
7321
17732
5240
2775
10440
11141
7998
4576
8178
11631
4363
7879
12771
17776
3062
7084
17106
3051
4986
10846
10477
3850
9349
14473
5080
12248
13199
16882
4973
9310
8284
6012
10282
7368
14906
3133
12974
6872
11264
12526
5956
20260
4135
13554
5833
8758
4244
13731
6529
14027
1966
6792
12475
1689
8801
11496
15638
11218
5093
15289
2084
8254
7379
10950
7287
5896
9264
13515
8437
3019
17642
14954
12121
6654
7020
11095
7767
17807
11099
2189
15532
1902
10995
4794
19919
3574
9474
15052
3317
9237
13278
10052
6649
11501
9126
5831
8168
8284
13311
8796
11944
7519
7645
13003
3736
17407
7044
12368
7528
11338
2415
9832
8700
10509
7855
4751
9355
9358
6206
9495
25502
9915
15795
6078
8931
15858
1508
7774
7809
9768
8234
6342
15112
5010
15133
9194
15860
9970
4972
13516
4407
16769
13457
2121
12109
9135
14577
4589
10011
11240
9871
3525
14529
12986
7161
9362
8973
6568
9207
6655
18299
14568
2894
14943
8996
5894
21435
3961
9788
9036
12384
3149
27459
4172
4741
7160
9100
5008
7316
12599
15202
2177
9169
3433
13867
2525
9224
9957
16008
5961
11359
8474
5163
7868
28739
1898
5040
9424
9515
6173
17003
13818
2238
11439
5924
15900
3709
5239
6897
10063
14465
1741
7001
16898
5188
2654
10718
11414
3972
15217
12629
8335
6031
7083
20442
22553
5219
2141
4757
8098
2991
13329
10885
1863
15447
3003
8967
4870
11587
10404
13559
7001
9091
6006
20502
13686
1824
10124
5172
14931
2104
8043
11451
7432
12559
1943
19339
14937
1934
26230
4404
8564
10204
10314
9792
